id,x,y,author,dept,dept_id,mod_class
716,-414.2602,2933.9294,"Baker, Jay Alan",Radiology,58,7
717,658.2188,1954.9684,"Lo, Joseph Yuan-Chieh",Radiology,58,7
718,257.1931,2553.3901,"Ghate, Sujata Vijay",Radiology,58,7
719,441.07996,2029.9846,"Kim, Connie Eunjung",Radiology,58,7
720,546.19055,2008.3875,"Samei, Ehsan",Radiology,58,7
721,-327.99396,2952.9492,"Soo, Mary Scott Campbell",Radiology,58,7
722,436.6109,2118.433,"Walsh, Ruth",Radiology,58,7
723,89.304436,233.82483,"Soher, Brian Joseph",Radiology,58,13
724,579.96533,1358.8823,"Bashir, Mustafa Shadi Rifaat",Radiology,58,13
725,-265.20248,2889.9373,"Johnson, Karen Schwenk",Radiology,58,7
726,640.40674,135.65941,"Barnhart, Huiman Xie",Biostatistics & Bioinformatics,9,4
727,100.45806,2399.7349,"Mazurowski, Maciej A",Radiology,58,7
728,-224.23094,2975.7302,"Yoon, Sora Christina",Radiology,58,7
729,1851.2589,1129.0581,"Hwang, Eun-Sil Shelley",Surgery,68,16
730,341.32718,1119.4908,"Lyman, Gary Herbert",Medicine,39,15
731,-237.69188,-1142.4939,"Baker, Paul A.",Earth and Ocean Sciences,23,6
732,828.55347,-1186.1934,"Li, Wenhong",Earth and Ocean Sciences,23,17
733,-1642.4333,-347.4982,"Balcells, Laia",Political Science,52,8
734,511.7218,-2520.976,"Baldwin, Steven W.",Chemistry,11,11
735,-623.2768,405.50305,"Bales, Connie Watkins",Medicine,39,8
736,548.5747,2267.4905,"Nelson, Rendon C.",Radiology,58,7
737,773.0326,-102.662834,"Bali, Deeksha Sarihyan",Pediatrics,48,13
738,1530.3806,-528.9251,"Chen, Yuan-Tsong",Pediatrics,48,11
739,575.5415,-187.747,"Kishnani, Priya Sunil",Pediatrics,48,13
740,546.8132,-234.18657,"Koeberl, Dwight D.",Pediatrics,48,13
741,688.0737,-31.03837,"Sun, Baodong",Pediatrics,48,13
742,634.5072,-76.56232,"Millington, David Stuart",Pediatrics,48,13
743,1141.4491,272.78635,"Rehder, Rebeccah Catherine",Pathology,47,13
744,695.49884,-144.502,"Case, Laura Elizabeth",Community and Family Medicine,14,13
745,704.86615,-119.667534,"Young, Sarah Phyllis",Pediatrics,48,13
746,1269.0751,341.8674,"Buckley, Anne Frances",Pathology,47,13
747,1097.2808,-870.0119,"Smith, Edward Clinton",Pediatrics,48,4
748,-1807.0328,1087.8911,"Balleisen, Edward J.",History,32,8
749,-252.51433,-927.18604,"Balseiro, Santiago Roman",Fuqua School of Business,30,6
750,-776.7194,923.2698,"Bandarenko III, Nicholas",Pathology,47,3
751,-1043.455,2420.9575,"Bennett-Guerrero, Elliott",Anesthesiology,2,3
752,-255.67969,1058.1227,"Goldberg, Ronald Norman",Pediatrics,48,8
753,-383.84286,996.73114,"Tanaka, David Timothy H.",Pediatrics,48,8
754,-667.4103,-607.8446,"Banks, David L.",Statistical Science,67,6
755,1327.1094,-3974.3745,"Bansal, Ravi",Fuqua School of Business,30,10
756,455.19897,-1942.8201,"Barak, Lawrence Simeon",Cell Biology,10,11
757,628.87384,-2208.881,"Mook Jr., Robert Anthony",Medicine,39,11
758,944.8584,135.38243,"Hobeika, Amy Claudine",Surgery,68,15
759,547.6743,14.471688,"Spector, Neil Lee",Medicine,39,15
760,-1599.8911,-845.2493,"Baran, Dominika M",English,27,5
761,-1213.6285,-2469.3726,"Baranger, Harold U.",Physics,51,6
762,-912.6133,-2697.0222,"Gauthier, Daniel J.",Physics,51,6
763,-1165.6082,-2375.6843,"Finkelstein, Gleb",Physics,51,6
764,-1129.6339,-806.8846,"Barbeau, Phillip Spencer",Physics,51,6
765,222.83395,-917.2857,"Barbeito, Atilio",Anesthesiology,2,17
766,-1376.2694,2447.5295,"Mark, Jonathan Ball",Anesthesiology,2,3
767,-1195.891,2396.638,"Schroeder, Rebecca Ann",Anesthesiology,2,3
768,-614.80475,633.3691,"Segall, Noa",Anesthesiology,2,18
769,561.9593,1029.302,"Thornlow, Deirdre KIing",School of Nursing,63,15
770,1053.3086,1330.7299,"Barboriak, Daniel P.",Radiology,58,15
771,603.5293,-2060.0962,"Petry, Neil Allen",Radiology,58,11
772,-454.58206,-545.5761,"Zalutsky, Michael Rod",Radiology,58,15
773,1677.6973,1613.8445,"Brizel, David Manfield",Radiation Oncology,57,15
774,1665.8087,2223.1465,"Yoo, David Sung-Hyun",Radiation Oncology,57,15
775,742.39655,683.4445,"Barfield, Raymond Carlton",Pediatrics,48,15
776,-2959.6868,1108.5476,"Brandon, Debra Huffman",School of Nursing,63,5
777,1275.0864,-1729.1031,"Barkauskas, Christina Eleanor",Medicine,39,17
778,1379.1332,-2047.0211,"Hogan, Brigid L. M.",Cell Biology,10,17
779,-1034.3228,1579.0614,"Barker, Piers Christopher Andrew",Pediatrics,48,3
780,-1694.4775,1646.6113,"Kanter, Ronald Jay",Pediatrics,48,3
781,996.8463,670.03015,"Kuller, Jeffrey Adam",Obstetrics and Gynecology,44,16
782,-1218.4657,1676.5648,"Campbell, Michael Jay",Pediatrics,48,3
783,-2010.795,1792.7972,"Miller, Stephen Gary",Pediatrics,48,8
784,-947.1131,1610.7135,"Brancazio, Leo Richard",Obstetrics and Gynecology,44,3
785,-599.7747,970.75415,"Cohen-Wolkowiez, Michael",Pediatrics,48,8
786,-1408.3833,1682.2883,"Fleming, Gregory Allan",Pediatrics,48,3
787,-1076.6456,1195.0062,"Li, Jennifer Shiunroh",Pediatrics,48,8
788,-1715.611,1464.2216,"Kisslo, Joseph Andrew",Medicine,39,8
789,683.07294,2360.1252,"Marin, Daniele",Radiology,58,7
790,-263.1386,2799.7644,"Carrico, Caroline Way Thompson",Radiology,58,7
791,360.12076,2436.4915,"Frush, Donald Paul",Radiology,58,7
792,1009.5256,486.76636,"Gaca, Ana Maria",Radiology,58,16
793,-348.97656,2849.1719,"Maxfield, Charles Mason",Radiology,58,7
794,874.4537,2150.8408,"Smith, Tony Preston",Radiology,58,7
795,862.7276,2060.4048,"Zomorodi, Ali Reza",Surgery,68,7
796,508.61218,2180.9165,"Provenzale, James Michael",Radiology,58,7
797,761.07404,2515.2332,"Boll, Daniel Tobias",Radiology,58,7
798,720.72754,1611.0978,"Gupta, Rajan Tilak",Radiology,58,4
799,587.40283,2350.6458,"Ho, Lisa Mei-ling",Radiology,58,7
800,465.45096,1765.4208,"Christensen, Jared Dean",Radiology,58,7
801,561.4768,2098.4917,"Koweek, Lynne Michelle Hurwitz",Radiology,58,7
802,628.58014,1781.4791,"Leder, Richard Adam",Radiology,58,7
803,274.83124,1645.8623,"McAdams, Holman Page",Radiology,58,7
804,-511.40558,-59.757404,"Barr, Roger C.",Biomedical Engineering,8,8
805,-857.3284,-963.4124,"Barros, Ana",Civil and Environmental Engineering,12,6
806,-378.42822,-206.75185,"Ostermann, Jan",Duke Global Health Institute,21,6
807,-530.6207,-125.638374,"Thielman, Nathan Maclyn",Medicine,39,6
808,101.36877,-2207.7302,"Harmon, James Lester",School of Nursing,63,11
809,522.05396,2538.374,"Goodman, Philip C.",Radiology,58,7
810,992.0964,222.50139,"Bartz, Raquel Rae",Anesthesiology,2,9
811,2002.8771,-179.75726,"Suliman, Hagir B.",Anesthesiology,2,9
812,615.65045,2190.5583,"Miller, Chad Michael",Radiology,58,7
813,6.235846,-491.94785,"Howle, Laurens E.",Mechanical Engineering and Materials Science,37,6
814,286.9035,397.24887,"Jones, Harrison N.",Surgery,68,13
815,1449.4292,155.45305,"Brennan, Todd Victor",Surgery,68,9
816,903.12854,367.8286,"Ellis, Matthew Jay",Medicine,39,9
817,688.53284,2458.0244,"Kim, Charles Yoon",Radiology,58,7
818,1629.443,1115.9512,"Seaman, Danielle Marie",Radiology,58,16
819,1189.641,1783.2142,"Czito, Brian Gary",Radiation Oncology,57,15
820,777.5088,2407.8804,"Suhocki, Paul Vincent",Radiology,58,7
821,683.1044,2594.879,"Eastwood, James D.",Radiology,58,7
822,470.33206,2426.2864,"Hoang, Jenny K.",Radiology,58,7
823,-2032.972,1580.5776,"Bashore, Thomas Michael",Medicine,39,8
824,-2116.702,1537.2362,"Kiefer, Todd Lee",Medicine,39,8
825,-2802.0984,1972.5317,"Gehrig, Thomas Richard",Medicine,39,8
826,-878.9441,-586.20386,"Bass, Cameron R.",Biomedical Engineering,8,6
827,-949.021,-631.74097,"Capehart, Bruce Pinson",Psychiatry & Behavioral Sciences,55,6
828,-944.6318,-614.94415,"Myers, Barry S.",Biomedical Engineering,8,6
829,-1014.1569,-634.80646,"Nightingale, Roger W",Biomedical Engineering,8,6
830,-1075.6543,-782.32556,"Bass, Steffen Ashraf",Physics,51,6
831,-1137.4055,-738.898,"Mueller, Berndt",Physics,51,6
832,-1174.2999,-880.9628,"Wolpert, Robert L.",Statistical Science,67,6
833,-904.06775,-849.3223,"Basurto, Xavier",Marine Science and Conservation,35,6
834,-827.1615,1520.1263,"Bennett, Gary G.",Psychology and Neuroscience,56,18
835,78.207,999.7123,"Edwards, Christopher Levon",Psychiatry & Behavioral Sciences,55,13
836,2239.241,-573.7405,"Feinglos, Mark Neil",Medicine,39,2
837,414.89493,-955.73456,"Spratt, Susan Elizabeth",Medicine,39,4
838,1838.4299,-744.3594,"Lakey, Wanda Cook",Medicine,39,2
839,-782.3388,667.2885,"Hammond II, William Edward",Community and Family Medicine,14,18
840,-262.35843,255.6164,"Richesson, Rachel L",School of Nursing,63,18
841,-848.2591,-1522.7026,"Batchelor-Aselage, Melissa Karen",School of Nursing,63,5
842,2109.2437,-128.35954,"Batinic-Haberle, Ines",Radiation Oncology,57,9
843,2044.3873,25.853441,"Spasojevic, Ivan",Medicine,39,9
844,1129.9781,1498.122,"Yan, Hai",Pathology,47,15
845,1167.0784,1071.557,"Keir, Stephen Thomas",Surgery,68,15
846,2116.43,61.556656,"Zhang, Zhiquan",Anesthesiology,2,9
847,1354.4222,155.1399,"Devi, Gayathri R.",Surgery,68,9
848,-72.92804,-529.71423,"Ramanujam, Nimmi",Biomedical Engineering,8,6
849,1962.5531,1392.5566,"Owzar, Kouros",Biostatistics & Bioinformatics,9,1
850,1158.7391,-2162.9014,"Baugh, Larry Ryan",Biology,7,17
851,1511.9452,-2159.2449,"Sherwood, David R.",Biology,7,17
852,-3245.3787,-4298.6875,"Bayer, Patrick",Economics,24,10
853,-3066.7603,19.562628,"Timmins, Christopher D.",Economics,24,10
854,317.14972,-884.43396,"Beale, J. Thomas",Mathematics,36,9
855,81.552155,-833.83124,"Layton, Anita T.",Mathematics,36,9
856,-1124.133,1779.2937,"Bean, Sarah Muntzing",Pathology,47,3
857,2250.0554,1115.4038,"Jones, Claudia Kay",Pathology,47,16
858,-902.7221,1880.4009,"Bentley, Rex Colle",Pathology,47,3
859,1920.7487,926.03217,"Robboy, Stanley J.",Pathology,47,16
860,1420.6384,810.9441,"Buckley, Patrick Joseph",Pathology,47,16
861,1700.0894,1377.0835,"Beaven, Anne Wood",Medicine,39,1
862,1940.2509,1591.1079,"Chao, Nelson Jen An",Medicine,39,1
863,2209.14,1607.9583,"Chute, John Patrick",Medicine,39,1
864,2023.2148,1640.922,"Gasparetto, Cristina",Medicine,39,1
865,2134.7622,1691.7808,"Horwitz, Mitchell Eric",Medicine,39,1
866,1262.652,815.4884,"Lagoo, Anand Shreeram",Pathology,47,16
867,1451.9269,1482.4932,"Li, Zhiguo",Biostatistics & Bioinformatics,9,1
868,1895.2622,1675.8212,"Long, Gwynn Douglas",Medicine,39,1
869,-633.805,1242.5842,"Peterson, Bercedis Leola",Biostatistics & Bioinformatics,9,18
870,1789.1906,1437.927,"Rizzieri, David Alan",Medicine,39,1
871,-135.12863,433.40338,"Storms, Robert William",Pediatrics,48,15
872,1978.3597,1797.428,"Sullivan, Keith Michael",Medicine,39,1
873,1775.1956,28.605404,"Yang, Yiping",Medicine,39,2
874,1597.5856,1400.0958,"Diehl, Louis Frederic",Medicine,39,1
875,1131.4132,1874.8762,"Kelsey, Christopher Ryan",Radiation Oncology,57,15
876,740.22095,-286.576,"Dave, Sandeep S.",Medicine,39,4
877,1516.567,1297.63,"de Castro III, Carlos Manuel",Medicine,39,1
878,1412.0527,1104.321,"Moore, Joseph Odell",Medicine,39,1
879,1112.1495,1412.3901,"Becher, Oren Josh",Pediatrics,48,15
880,2235.076,-856.59985,"Gromeier, Matthias",Surgery,68,2
881,-2923.864,-212.07146,"Becker, Charles Maxwell",Economics,24,10
882,-2171.7036,1727.7631,"Voora, Deepak",Medicine,39,8
883,796.14984,-748.4579,"Sullenger, Bruce Alan",Surgery,68,4
884,-1734.3835,1169.8206,"Patel, Chetan B.",Medicine,39,8
885,463.31265,-1062.5863,"Chi, Jen-Tsan Ashley",Molecular Genetics and Microbiology,40,11
886,-664.2568,282.7702,"Dungan, Jennifer",School of Nursing,63,8
887,-1884.9294,-647.8525,"Wagner II, Henry Ryan",Psychiatry & Behavioral Sciences,55,18
888,-1957.9175,-14.881132,"Rubin, David C.",Psychology and Neuroscience,56,18
889,-1085.7975,-666.3111,"Mitchell, John T",Psychiatry & Behavioral Sciences,55,6
890,-2360.047,-1165.5496,"Van Voorhees, Elizabeth E.",Psychiatry & Behavioral Sciences,55,18
891,-2291.9236,-863.9458,"Brancu, Mira",Psychiatry & Behavioral Sciences,55,18
892,-1702.8591,-768.04663,"Runnals, Jennifer J.",Psychiatry & Behavioral Sciences,55,18
893,-2545.144,-1031.0275,"Hertzberg, Michael Andrew",Psychiatry & Behavioral Sciences,55,18
894,-1664.7902,-90.0629,"Crawford, Eric F.",Psychiatry & Behavioral Sciences,55,8
895,-309.92337,-564.396,"Ulmer, Christi S",Psychiatry & Behavioral Sciences,55,6
896,-1824.4468,-172.01692,"Fulton, Jessica Jade",Psychiatry & Behavioral Sciences,55,8
897,-1554.6454,621.5089,"Kudler, Harold Stephen",Psychiatry & Behavioral Sciences,55,5
898,-2153.2622,-1049.0516,"Marx, Christine Elizabeth",Psychiatry & Behavioral Sciences,55,18
899,-1583.1182,-944.67126,"Morey, Rajendra A.",Psychiatry & Behavioral Sciences,55,18
900,-894.116,108.328026,"Nieuwsma, Jason A",Psychiatry & Behavioral Sciences,55,6
901,-971.9786,-491.58917,"Tupler, Larry A.",Psychiatry & Behavioral Sciences,55,6
902,-1948.8921,-862.9969,"Weiner, Richard David",Psychiatry & Behavioral Sciences,55,18
903,124.31432,-51.50225,"Bedlack, Richard Stanley",Neurology,43,13
904,1731.4541,-896.7105,"Yao, Tso-Pang",Pharmacology & Cancer Biology,49,2
905,1387.6661,-2302.358,"Modrich, Paul L.",Biochemistry,6,17
906,-1253.0825,-2293.0159,"Behringer, Robert P.",Physics,51,6
907,1298.0651,-806.4141,"Bejan, Adrian",Mechanical Engineering and Materials Science,37,4
908,1555.2832,-2079.5115,"Bejsovec, Amy",Biology,7,17
909,2001.2864,1079.0538,"Bellet, Jane Sanders",Dermatology,18,16
910,2021.506,1256.595,"Prose, Neil Stuart",Dermatology,18,16
911,685.30383,-331.93088,"Wolfe, Sarah Ann",Dermatology,18,17
912,-1279.3962,-1807.9844,"Belloni, Alexandre",Fuqua School of Business,30,1
913,-4493.745,-3455.241,"Bendich, Paul L",Mathematics,36,6
914,-4290.295,-3178.2734,"Harer, John",Mathematics,36,6
915,1320.9624,-2124.172,"Benfey, Philip N.",Biology,7,17
916,373.80338,-1986.546,"Tomasi, Carlo",Computer Science,15,11
917,1097.4401,-2232.0156,"Ohler, Uwe",Biostatistics & Bioinformatics,9,17
918,869.18,-1791.6194,"Mitchell-Olds, Thomas",Biology,7,17
919,-514.48816,922.194,"Watt, Kevin Michael",Pediatrics,48,8
920,1292.2058,1661.1674,"Martin, Paul Langlie",Pediatrics,48,1
921,1050.7706,-2126.3765,"Steinbach, William J.",Pediatrics,48,17
922,-393.24014,1099.987,"Goldstein, Ricki Friedman",Pediatrics,48,8
923,-330.2887,2642.6204,"McKinney Jr., Ross Erwin",Pediatrics,48,7
924,-336.36798,1069.0381,"Lenfestey, Robert William",Pediatrics,48,8
925,472.75287,2321.4302,"Reiman Jr., Robert Ellis",Radiology,58,7
926,-2967.8857,-324.66684,"Bennear, Lori Snyder",Environmental Sciences and Policy,28,10
927,7918.116,-209.39062,"Smith, Martin D.",Environmental Sciences and Policy,28,14
928,-2732.901,-199.29353,"Pfaff, Alexander",Sanford School of Public Policy,61,10
929,-604.21387,-942.24255,"Read, Andrew J",Marine Science and Conservation,35,6
930,748.37427,-1436.6078,"Benner, Eric James",Pediatrics,48,11
931,305.55273,-1539.8431,"Eroglu, Cagla",Cell Biology,10,18
932,286.28763,-1368.378,"Kuo, Chay Titus",Cell Biology,10,18
933,-387.57233,-126.19935,"Liu, Chunlei",Radiology,58,8
934,660.3438,257.05557,"Smith, Stephen William",Biomedical Engineering,8,4
935,-1723.5187,-475.6863,"Caspi, Avshalom",Psychology and Neuroscience,56,8
936,-1886.547,-531.76575,"Moffitt, Terrie E.",Psychology and Neuroscience,56,8
937,-932.75574,269.2229,"Proeschold-Bell, Rae Jean",Duke Global Health Institute,21,6
938,481.76205,-1506.2568,"Bennett, George Vann",Biochemistry,6,11
939,319.43933,-2811.485,"Marszalek, Piotr E.",Mechanical Engineering and Materials Science,37,11
940,256.78702,-2280.828,"Yang, Weitao",Chemistry,11,11
941,-561.1109,1296.4607,"Shaw, Andrew David",Anesthesiology,2,3
942,-1155.7596,-194.17462,"BENSON, THEOPHILUS ADETOKUNBO",Computer Science,15,12
943,566.4147,1229.4277,"Campa, Michael Joseph",Radiology,58,1
944,599.55084,1138.3848,"Gottlin, Elizabeth B.",Radiology,58,1
945,-295.42148,-632.1255,"Pisetsky, David Stephen",Medicine,39,6
946,701.538,829.36774,"Linardic, Corinne Mary",Pediatrics,48,15
947,-1081.2311,1985.0112,"Marks, Jeffrey R.",Surgery,68,3
948,-1094.2833,2073.3213,"Schildkraut, Joellen Martha",Community and Family Medicine,14,3
949,-1001.29755,2083.1821,"Iversen Jr., Edwin Severin",Statistical Science,67,3
950,251.77533,634.08325,"Heine, Robert Phillips",Obstetrics and Gynecology,44,16
951,776.76575,274.80753,"Seed, Patrick Casey",Pediatrics,48,2
952,-768.137,1838.6077,"Ford, Anne Cunanan",Obstetrics and Gynecology,44,3
953,-803.1866,1286.2264,"Hawblitzel Yarnall, Kimberly S.",Community and Family Medicine,14,3
954,397.01126,-2523.3203,"Beratan, David N.",Chemistry,11,11
955,250.08641,-2439.8687,"Craig, Stephen Lawrence",Chemistry,11,11
956,258.21796,-2146.7554,"Toone, Eric John",Chemistry,11,11
957,-1210.7676,1843.2267,"Moorman, Patricia Gripka",Community and Family Medicine,14,3
958,-1333.2539,1093.7689,"Myers, Evan Robert",Obstetrics and Gynecology,44,8
959,1219.3013,-767.6872,"Berg, Carl",Medicine,39,4
960,-251.63594,409.0124,"Berger, James O.",Statistical Science,67,1
961,-65.26305,-368.22583,"Clyde, Merlise",Statistical Science,67,1
962,-3123.3574,-84.909134,"Bermeo, Sarah Blodgett",Sanford School of Public Policy,61,10
963,-437.26074,-1284.6218,"Bernhardt, Emily Snow",Biology,7,6
964,-290.20874,-846.1676,"Doyle, Martin",Environmental Sciences and Policy,28,6
965,-384.3079,-1209.1056,"Wright, Justin Prouty",Biology,7,6
966,-109.96481,-2161.6106,"Liu, Jie",Chemistry,11,11
967,-362.45645,-1029.8181,"Jackson, Robert B.",Earth and Ocean Sciences,23,6
968,-67.702965,-1186.4203,"Oren, Ram",Environmental Sciences and Policy,28,6
969,31.095085,-1203.1232,"Palmroth, Sari",Environmental Sciences and Policy,28,6
970,-49.6047,-2096.1152,"Di Giulio, Richard T.",Environmental Sciences and Policy,28,11
971,-409.27078,-906.25464,"Vengosh, Avner",Earth and Ocean Sciences,23,6
972,-464.84094,-1632.3359,"Hsu-Kim, Heileen",Civil and Environmental Engineering,12,6
973,-534.8609,-1239.3629,"Richardson, Curtis J.",Environmental Sciences and Policy,28,6
974,-189.87628,-1764.4841,"Fay, John Patrick",Environmental Sciences and Policy,28,11
975,-994.2546,-566.932,"Gunsch, Claudia K.",Civil and Environmental Engineering,12,6
976,36.416862,-1947.5002,"Meyer, Joel",Environmental Sciences and Policy,28,11
977,1060.2515,-1946.6927,"Hunt, Dana E.",Marine Science and Conservation,35,17
978,4665.4277,2573.7957,"Bernstein, Fernando",Fuqua School of Business,30,12
979,4483.6636,2563.5598,"Kok, A. Gurhan",Fuqua School of Business,30,12
980,1130.8171,-404.35806,"Beskow, Laura Mari",Medicine,39,11
981,-3102.2034,1162.4739,"Holditch-Davis, Diane L.",School of Nursing,63,5
982,-717.45605,535.03436,"Jackson, George Lee",Medicine,39,15
983,-1165.944,-243.55727,"Bettman, James R.",Fuqua School of Business,30,12
984,-1424.1289,-882.27374,"Fitzsimons, Gavan J.",Fuqua School of Business,30,12
985,-1150.087,-65.55812,"Payne, John W.",Fuqua School of Business,30,12
986,-84.26782,2387.9265,"Ubel, Peter A",Fuqua School of Business,30,7
987,2316.6377,-3756.2964,"Richard, Michael Jason",Ophthalmology,45,12
988,584.45557,375.7831,"Kaylie, David Marcus",Surgery,68,16
989,683.64105,1481.7358,"Ready, Neal Edward",Medicine,39,1
990,2668.323,-3646.679,"Mahmoud, Tamer Hamdy",Ophthalmology,45,12
991,1323.3196,1213.6953,"Gururangan, Sridharan",Pediatrics,48,15
992,1413.0474,1381.5625,"Peters, Katherine Barnett",Neurology,43,15
993,1218.3191,1480.6305,"He, Yiping",Pathology,47,15
994,1187.7991,1368.4407,"Rasheed, B. K. Ahmed",Pathology,47,15
995,-599.4035,-1307.2937,"Vo-Dinh, Tuan",Biomedical Engineering,8,11
996,675.33545,-1510.7847,"Nicchitta, Christopher Vincent",Cell Biology,10,11
997,-199.68062,-1318.1882,"Black, Sherilynn",Medical Education,38,18
998,-362.94897,-1424.3705,"Dzirasa, Kafui",Psychiatry & Behavioral Sciences,55,18
999,-1604.4636,-603.0185,"Szabo, Steven",Psychiatry & Behavioral Sciences,55,8
1000,693.04114,527.59216,"Hartman, Zachary Conrad",Surgery,68,15
1001,246.02898,1376.6777,"Clary, Bryan Marshall",Surgery,68,15
1002,-1163.3816,1460.339,"McCann, Richard L.",Surgery,68,3
1003,145.1668,1345.3273,"Pappas, Theodore N.",Surgery,68,15
1004,-165.16968,1364.9696,"Scarborough, John Emerson",Surgery,68,15
1005,160.19383,1197.959,"White, Rebekah Ruth",Surgery,68,15
1006,-535.1023,1505.4912,"Lagoo-Deenadayalan, Sandhya Anand",Surgery,68,18
1007,1278.2748,1846.8348,"Willett, Christopher G.",Radiation Oncology,57,15
1008,-11.085226,1442.5494,"Zani Jr., Sabino",Surgery,68,15
1009,1894.9374,725.4481,"Strickler, John",Medicine,39,16
1010,-368.31424,1538.9425,"Perez, Alexander",Surgery,68,18
1011,-1739.8417,-217.78928,"Wu, Li-Tzy",Psychiatry & Behavioral Sciences,55,8
1012,-1699.2413,-4.642941,"Burchett, Bruce Myatt",Psychiatry & Behavioral Sciences,55,8
1013,-1503.9731,-151.64267,"Hybels, Celia F.",Psychiatry & Behavioral Sciences,55,8
1014,-1659.602,-524.1293,"Li, Ting-Kai",Psychiatry & Behavioral Sciences,55,18
1015,-1399.2994,-478.05856,"James, Sherman A.",Sanford School of Public Policy,61,6
1016,-2137.81,-626.45715,"Fillenbaum, Gerda G.",Psychiatry & Behavioral Sciences,55,18
1017,-1743.0452,-129.30429,"Mannelli, Paolo",Psychiatry & Behavioral Sciences,55,8
1018,-1587.7712,-193.9544,"Swartz, Marvin Stanley",Psychiatry & Behavioral Sciences,55,8
1019,-641.1479,-770.3581,"Zeng, Yi",Medicine,39,6
1020,-832.95245,180.50342,"Kinghorn, Warren A.",Psychiatry & Behavioral Sciences,55,6
1021,-456.6612,1554.5243,"Blazing, Michael August",Medicine,39,15
1022,-892.95966,355.61075,"Silva, Susan Gray",School of Nursing,63,6
1023,-124.70776,1530.6931,"Varia, Indira Mahesh",Psychiatry & Behavioral Sciences,55,15
1024,713.90717,1742.1862,"Blitzblau, Rachel Catherine",Radiation Oncology,57,7
1025,1271.9888,1025.7904,"Gockerman, Jon Paul",Medicine,39,1
1026,1361.2501,517.17444,"Datto, Michael Bradley",Pathology,47,16
1027,1125.516,964.4693,"Riedel, Richard Francis",Medicine,39,15
1028,429.71716,1010.5257,"Vlahovic, Gordana",Medicine,39,15
1029,563.56177,601.91974,"Hanks, Brent Allen",Medicine,39,16
1030,-1550.2737,-527.904,"Blood-Siegfried, Jane Elizabeth",School of Nursing,63,5
1031,-2254.6643,1853.7008,"Bloomfield, Gerald",Medicine,39,8
1032,-2153.532,1449.4196,"Waugh, Robert Andrew",Medicine,39,8
1033,-916.49713,1523.947,"Finkelstein, Eric Andrew",Duke Global Health Institute,21,18
1034,-518.52637,840.77167,"Limkakeng Jr., Alexander Tan",Surgery,68,13
1035,-435.87753,798.7845,"Lynch, Catherine Ann",Surgery,68,13
1036,-2126.9897,-2107.204,"Blount, Alma G.",Sanford School of Public Policy,61,6
1037,46.831516,-2449.645,"Blum, Volker",Mechanical Engineering and Materials Science,37,11
1038,-778.1979,-154.61217,"Potter, Guy Glenn",Psychiatry & Behavioral Sciences,55,8
1039,-472.94446,1959.6885,"Boadu, Fred K.",Civil and Environmental Engineering,12,1
1040,-4671.0957,-3514.858,"Boatwright, Mary T.",Classical Studies,13,6
1041,-4373.836,-3087.3567,"Bobrowski, Omer",Mathematics,36,6
1042,-29.512472,-1343.5608,"Boehlke, Christopher Stephen",Ophthalmology,45,18
1043,-734.7267,-65.319084,"Muhlbaier, Lawrence H.",Biostatistics & Bioinformatics,9,17
1044,1680.614,498.0669,"Boggess, Blake Reid",Community and Family Medicine,14,0
1045,-495.4084,1867.5652,"Bytomski, Jeffrey Ryszard",Community and Family Medicine,14,1
1046,920.192,2394.6074,"Miller Jr., Michael Joseph",Radiology,58,7
1047,-2099.3032,-3872.1858,"Bollerslev, Tim",Economics,24,10
1048,-2509.5232,-3811.5447,"Tauchen, George E.",Economics,24,10
1049,326.30017,209.01526,"Orlando, Lori Ann",Medicine,39,1
1050,1936.3585,1139.9492,"Urbaniak, James Randolph",Orthopaedics,46,16
1051,1552.7365,447.3739,"Mather, Richard Charles",Orthopaedics,46,0
1052,1643.6095,420.57126,"Moorman III, Claude Thurman",Orthopaedics,46,0
1053,1501.1033,281.33136,"Olson, Steven Arthur",Orthopaedics,46,0
1054,161.20345,278.0939,"Zura, Robert Douglas",Orthopaedics,46,16
1055,-36.649826,-1437.461,"Kwatra, Madan Mohan",Anesthesiology,2,18
1056,2.606685,-225.38947,"Moon, Richard Edward",Anesthesiology,2,11
1057,-1222.9194,-688.601,"Rivelli, Sarah K.",Psychiatry & Behavioral Sciences,55,6
1058,-1154.1938,2186.439,"Young, Christopher Carlo",Anesthesiology,2,3
1059,-1071.8743,-559.1315,"Marks, David Morris",Psychiatry & Behavioral Sciences,55,6
1060,2061.484,113.1416,"Bonaventura, Celia J.",Marine Science and Conservation,35,9
1061,352.27023,-2441.9426,"Crumbliss, Alvin L.",Chemistry,11,11
1062,2180.0093,635.1073,"Bonaventura, Joseph",Marine Science and Conservation,35,16
1063,438.8631,-389.2822,"Criscione-Schreiber, Lisa Giorgina",Medicine,39,0
1064,-1974.6888,629.8206,"Bookman, Jack",Mathematics,36,5
1065,-2441.4934,896.11835,"McGann, Kathleen Anne",Pediatrics,48,5
1066,114.3462,849.1348,"Narayan, Aditee Pradhan",Pediatrics,48,13
1067,-272.12234,550.4212,"Borawski, Joseph Brian",Surgery,68,13
1068,-376.44424,649.1396,"Gerardo, Charles John",Surgery,68,13
1069,-562.4991,774.253,"Hocker, Michael Brian",Surgery,68,13
1070,-217.27312,593.7924,"Villani, John Joseph",Surgery,68,13
