Id	Name	Department
1168	"Sushama, Deepak Vikraman"	Surgery
1169	"Huang, Xiaopei"	Medicine
1170	"Patel, Keyur"	Medicine
1171	"Bretherton, Luke Michael"	Divinity School
1172	"Heilbron, Nicole Sara"	Psychiatry
1173	"Brigman, Brian Eugene"	Orthopaedics
1174	"Erdmann, Detlev"	Surgery
1175	"Eward, William Curtis"	Orthopaedics
1176	"Levinson, Howard"	Surgery
1177	"Richard, Marc Joseph"	Orthopaedics
1178	"Harrelson, John Miles"	Orthopaedics
1179	"Larrier, Nicole A."	Radiation Oncology
1180	"Dunphy II, Frank Russell"	Medicine
1181	"Esclamado, Ramon Mitra"	Surgery
1182	"Scher, Richard Lyle"	Surgery
1183	"Wu, Qingrong"	Radiation Oncology
1184	"Cohen, Seth Morris"	Surgery
1185	"Fisher, Samuel Rankin"	Surgery
1186	"Lee, Walter T"	Surgery
1187	"Puscas, Liana"	Surgery
1188	"Witsell, David Latham"	Surgery
1189	"Roy Choudhury, Kingshuk"	Biostatistics & Bioinformatics
1190	"Broach, Amy Nicole"	Obstetrics and Gynecology
1191	"Broder, Joshua Seth"	Surgery
1192	"Brooke, Martin A."	Electrical and Computer Engineering
1193	"Jokerst, Nan Marie"	Electrical and Computer Engineering
1194	"Palmer, Gregory M."	Radiation Oncology
1195	"Brooks, Kelli Rachel"	Surgery
1196	"Shapiro, Mark Louis"	Surgery
1197	"Broverman, Sherryl A."	Biology
1198	"Puffer, Eve Sullivan"	Psychology and Neuroscience
1199	"Meade, Christina S."	Psychiatry & Behavioral Sciences
1200	"Sikkema, Kathleen J."	Psychology and Neuroscience
1201	"Watt, Melissa"	Duke Global Health Institute
1202	"Brown, April S."	Electrical and Computer Engineering
1203	"Collins, Leslie M."	Electrical and Computer Engineering
1204	"Fischer, Martin"	Chemistry
1205	"Warren, Warren S."	Chemistry
1206	"Chen, Jun"	Medicine
1207	"Fitch, Robert Douglas"	Orthopaedics
1208	"Owens, Thomas Andrew"	Medicine
1209	"Lark, Robert"	Orthopaedics
1210	"Thacker, Julie K. Marosky"	Surgery
1211	"Brown, David B."	Fuqua School of Business
1212	"Smith, James E."	Fuqua School of Business
1213	"Chireau, Monique V."	Obstetrics and Gynecology
1214	"Plassman, Brenda Lee"	Psychiatry & Behavioral Sciences
1215	"Petrella, Jeffrey Robert"	Radiology
1216	"Brownell, Kelly D."	Sanford School of Public Policy
1217	"Brudney, Charles Scott"	Anesthesiology
1218	"Gagliardi, Jane Patricia"	Psychiatry & Behavioral Sciences
1219	"Kaddurah-Daouk, Rima Fathi"	Psychiatry & Behavioral Sciences
1220	"Bruzelius, Caroline"	Art
1221	"Buchanan, Allen Edward"	Philosophy
1222	"Buchanan, Ann Marie"	Pediatrics
1223	"Buchheit, Thomas Edward"	Anesthesiology
1224	"Pyati, Srinivas"	Anesthesiology
1225	"Van de Ven, Thomas John"	Anesthesiology
1226	"Buchler, Nicolas"	Biology
1227	"You, Lingchong"	Biomedical Engineering
1228	"Crowley, Steven Daniel"	Medicine
1229	"Dolber, Paul Christian"	Surgery
1230	"Sparks, Matthew A."	Medicine
1231	"Buckley, Edward George"	Ophthalmology
1232	"Prakalapakorn, Sasapin Grace"	Ophthalmology
1233	"Mruthyunjaya, Prithvi"	Ophthalmology
1234	"Vajzovic, Lejla"	Ophthalmology
1235	"Crow, Jennifer H"	Pathology
1236	"Buckley, Rebecca Hatcher"	Pediatrics
1237	"Sarzotti-Kelsoe, Marcella"	Immunology
1238	"Hershfield, Michael Steven"	Medicine
1239	"Roberts, Joseph Linton"	Pediatrics
1240	"Zhong, Xiaoping"	Pediatrics
1241	"Devlin, Blythe Hazlehurst"	Pediatrics
1242	"Markert, Mary Louise"	Pediatrics
1243	"Parikh, Suhag H."	Pediatrics
1244	"Bugni, Federico"	Economics
1245	"Buhr, Gwendolen Toni"	Medicine
1246	"White, Heidi Kay"	Medicine
1247	"Heflin, Mitchell Tod"	Medicine
1248	"Yanamadala, Mamata"	Medicine
1249	"Twersky, Jack Isaac"	Medicine
1250	"Cutson, Toni Michele"	Medicine
1251	"Lyles, Kenneth Ward"	Medicine
1252	"Burch Jr., Warner Miller"	Medicine
1253	"Pietrobon, Ricardo Santos"	Surgery
1254	"Burnett, Bruce Kendall"	Medicine
1255	"Niedzwiecki, Donna"	Biostatistics & Bioinformatics
1256	"Burns, Barbara Jean"	Psychiatry & Behavioral Sciences
1257	"March, John S."	Psychiatry
1258	"Wells, Karen Cameron"	Psychiatry
1259	"Burnside, A. Craig"	Economics
1260	"Satterwhite, Lisa L"	Biomedical Engineering
1261	"Wax, Adam P."	Biomedical Engineering
1262	"Pitt, Geoffrey Stuart"	Medicine
1263	"Puranam, Ram Sharma"	Neurology
1264	"Rosenberg, Paul Brian"	Medicine
1265	"Hutson, Mary Redmond"	Pediatrics
1266	"Yen, Paul Michael"	Medicine
1267	"Burt, Tal"	Psychiatry & Behavioral Sciences
1268	"Burton III, Claude Shreve"	Dermatology
1269	"Burton, Linda"	Sociology
1270	"Burton, Richard M."	Fuqua School of Business
1271	"Mitchell, William G."	Fuqua School of Business
1272	"Buthe, Tim"	Political Science
1273	"Butler, Megan Williston"	Pediatrics
1274	"Garrett Jr., William Elwood"	Orthopaedics
1275	"Butterly, David William"	Medicine
1276	"Tu, Priscilla"	Community and Family Medicine
1277	"Cabeza, Roberto"	Psychology and Neuroscience
1278	"Madden, David Joseph"	Psychiatry & Behavioral Sciences
1279	"Marsh, Elizabeth J."	Psychology and Neuroscience
1280	"Segars, William Paul"	Radiology
1281	"O'Daniel, Jennifer Colleen"	Radiation Oncology
1282	"Cui, Yunfeng"	Radiation Oncology
1283	"Calakos, Nicole"	Neurology
1284	"West, Anne Elizabeth"	Neurobiology
1285	"Wetsel, William Christopher"	Psychiatry & Behavioral Sciences
1286	"Calderbank, Robert"	Computer Science
1287	"Sorin, Daniel J."	Electrical and Computer Engineering
1288	"Caldwell, Bruce J."	Economics
1289	"Udayakumar, Krishnakumar"	Duke Global Health Institute
1290	"Christopher, Eric James"	Psychiatry & Behavioral Sciences
1291	"Wagner, Galen Strohm"	Medicine
1292	"Neelon, Brian Hugh"	Biostatistics & Bioinformatics
1293	"Campbell, Douglas"	Divinity School
1294	"Campbell, Lisa"	Marine Science and Conservation
1295	"Carboni, Michael Paul"	Pediatrics
1296	"Candogan, Utku Ozan"	Fuqua School of Business
1297	"Cant, Nell Beatty"	Neurobiology
1298	"Capel, Blanche"	Cell Biology
1299	"Greenfield, Ruth Ann"	Medicine
1300	"Cardenas-Corona, Maria Elena"	Molecular Genetics and Microbiology
1301	"Heitman, Joseph"	Molecular Genetics and Microbiology
1302	"Pastva, Amy Martha"	Community and Family Medicine
1303	"Counter, Christopher M."	Pharmacology & Cancer Biology
1304	"Gurley, Susan Bailey"	Medicine
1305	"Feiler, Michael Justin"	Medicine
1306	"Gellad, Ziad Fouad"	Medicine
1307	"Wolf, Andrew Ira"	Medicine
1308	"Cardones, Adela Rambi Guanco"	Dermatology
1309	"Salazar Gonzales, Esther"	Electrical and Computer Engineering
1310	"Carlson, Alan Neil"	Ophthalmology
1311	"DelMonte, Derek Wills"	Ophthalmology
1312	"Carman, Margaret J"	School of Nursing
1313	"Turner, Kathleen Marie"	School of Nursing
1314	"Sabol, Valerie Kay"	School of Nursing
1315	"Carnes, Nicholas W."	Sanford School of Public Policy
1316	"Nicholls, Peter Jeff"	Psychiatry & Behavioral Sciences
1317	"Zhang, Xiaodong"	Psychiatry & Behavioral Sciences
1318	"Premont, Richard Thomas"	Medicine
1319	"Meck, Warren H."	Psychology and Neuroscience
1320	"Nicolelis, Miguel Angelo L."	Neurobiology
1321	"Carter, Brigit Maria"	School of Nursing
1322	"Cary, Michael Paul"	School of Nursing
1323	"Spiridigliozzi, Gail A."	Psychiatry
1324	"Casey, Patrick John"	Pharmacology & Cancer Biology
1325	"Moss, Jennifer Barnett"	Medicine
1326	"Odgers, Candice L."	Sanford School of Public Policy
1327	"Hariri, Ahmad"	Psychology and Neuroscience
1328	"Cassar, Nicolas"	Earth and Ocean Sciences
1329	"Cassidy, Frederick"	Psychiatry & Behavioral Sciences
1330	"Wilson, William Herman"	Psychiatry & Behavioral Sciences
1331	"Cetinkaya-Rundel, Mine"	Statistical Science
1332	"Chakrabarty, Krishnendu"	Electrical and Computer Engineering
1333	"Choudhury, Romit Roy"	Electrical and Computer Engineering
1334	"Fair, Richard B."	Electrical and Computer Engineering
1335	"Gonzalez, Pedro"	Ophthalmology
1336	"Rao, Ponugoti Vasantha"	Ophthalmology
1337	"Vann, Robin Raul"	Ophthalmology
1338	"Mettu, Priyatham S"	Ophthalmology
1339	"Chameides, William"	Earth and Ocean Sciences
1340	"Pickett, Lisa Clark"	Surgery
1341	"Vorderstrasse, Allison Amend"	School of Nursing
1342	"Hueckel, Remi M"	School of Nursing
1343	"Muckler, Virginia Chris"	School of Nursing
1344	"Sanders, Edward Garner"	Anesthesiology
1345	"Vacchiano, Charles Andrew"	School of Nursing
1346	"Relf, Michael Vernon"	School of Nursing
1347	"Chan, Chi Wei Cliburn"	Biostatistics & Bioinformatics
1348	"West, Michael"	Statistical Science
1349	"Chandrasekharan, Shailesh"	Physics
1350	"Chandrasekharan, Subhashini"	Duke Global Health Institute
1351	"Cook-Deegan, Robert M."	Sanford School of Public Policy
1352	"Chang, Albert M."	Physics
1353	"Chang, Ching-yi"	Pharmacology & Cancer Biology
1354	"McDonnell, Donald Patrick"	Pharmacology & Cancer Biology
1355	"Rathmell, Jeffrey Charles"	Pharmacology & Cancer Biology
1356	"Shinohara, Mari L."	Immunology
1357	"Chen, Jun"	Medicine
1358	"Yoshizumi, Terry Takatoshi"	Radiology
1359	"Tuchman, Sascha Alexander"	Medicine
1360	"Chen, Dongfeng"	Pathology
1361	"Prasad, Vinod K."	Pediatrics
1362	"Doan, Phuong Linh"	Medicine
1363	"Kurtzberg, Joanne"	Pediatrics
1364	"He, You-Wen"	Immunology
1365	"Li, Qi-Jing"	Immunology
1366	"Chappel, James Gregory"	History
1367	"Charbonneau, Patrick"	Chemistry
1368	"Wiley, Benjamin J."	Chemistry
1369	"Charles, Hal Cecil"	Radiology
1370	"Charney, Evan"	Sanford School of Public Policy
1371	"Chartrand, Tanya L."	Fuqua School of Business
1372	"Shah, James"	Psychology and Neuroscience
1373	"Chase, Jeffrey S."	Computer Science
1374	"Schmit, Kristine Marie"	Community and Family Medicine
1375	"Chatterji, Aaron"	Fuqua School of Business
1376	"Chaves, Mark Alan"	Sociology
1377	"Govert, Joseph Alan"	Medicine
1378	"Ofori-Amanfo, George"	Pediatrics
1379	"Chen, Chin Ho"	Surgery
1380	"Huang, Li"	Surgery
1381	"Chen, Chuan-Hua"	Mechanical Engineering and Materials Science
1382	"Pavlisko, Elizabeth N"	Pathology
1383	"Chen, Enn-Ling"	Medicine
1384	"Hoffman, Brenton D."	Biomedical Engineering
1385	"Chen, Li Juan"	Fuqua School of Business
1386	"Hazen, Kevin C"	Pathology
1387	"Chen, Meng"	Biology
1388	"Chen, Nan-kuei"	Radiology
1389	"Song, Allen Wuming"	Radiology
1390	"Truong, Trong-Kha"	Radiology
1391	"Greeson, Jeffrey Michael"	Psychiatry & Behavioral Sciences
1392	"Chen, Qi"	Fuqua School of Business
1393	"Cheng, Qing"	Surgery
1394	"Haystead, Timothy Arthur James"	Pharmacology & Cancer Biology
1395	"Chia, Jessica Yue-Ling"	Medicine
1396	"Chiang, Ambrose An-Po"	Medicine
1397	"Leggett, Melanie K."	Psychiatry & Behavioral Sciences
1398	"Guyton, John Richard"	Medicine
1399	"Chilkoti, Ashutosh"	Biomedical Engineering
1400	"Cook, J Michael"	Immunology
1401	"Urzhumov, Yaroslav A."	Electrical and Computer Engineering
1402	"Hinton, David E."	Environmental Sciences and Policy
1403	"Needham, David"	Mechanical Engineering and Materials Science
1404	"Lopez, Gabriel P."	Biomedical Engineering
1405	"McCafferty, Dewey G."	Chemistry
1406	"Chilukuri, Vani Rao"	Neurology
1407	"Chin, Bennett B."	Radiology
1408	"Vaidyanathan, Ganesan"	Radiology
1409	"White, Leonard Edward"	Community and Family Medicine
1410	"Worni, Mathias"	Surgery
1411	"Sporn, Thomas Arthur"	Pathology
1412	"Chitneni, Satish K."	Radiology
1413	"Cho, Alex Han"	Medicine
1414	"Haga, Susanne B."	Medicine
1415	"Joy, Scott Victor"	Medicine
1416	"Garman, Katherine Schuver"	Medicine
1417	"DeRuyter, Frank"	Surgery
1418	"Chow, Rey"	Literature
1419	"Jung, Sin-Ho"	Biostatistics & Bioinformatics
1420	"Mangum, Oscar Barry"	Medicine
1421	"Noveck, Robert Joseph"	Medicine
1422	"Chrisman, Allan Krekeler"	Psychiatry
1423	"Sapyta, Jeffrey J."	Psychiatry
1424	"Dew, Rachel E"	Psychiatry
1425	"Crawford, Jeffrey"	Medicine
1426	"Stevenson, Marvaretta Miesha"	Medicine
1427	"Wahidi, Momen Mohammed"	Medicine
1428	"Christensen, Norman L."	Environmental Sciences and Policy
1429	"Edwards, Pamela Ballance"	School of Nursing
1430	"Chudgar, Saumil Mahendra"	Medicine
1431	"Chung, Richard Joonoh"	Pediatrics
1432	"Maslow, Gary Ross"	Psychiatry
1433	"Churchill, Steven E."	Evolutionary Anthropology
1434	"Mirotsou, Maria"	Medicine
1435	"Cianciolo, George James"	Pathology
1436	"Ciofani, Maria"	Immunology
1437	"Willis, John H."	Biology
1438	"Vilgalys, Rytas J."	Biology
1439	"Domec, Jean  Christophe"	Environmental Sciences and Policy
1440	"Mantyh, Christopher Ritchie"	Surgery
1441	"Freedman, Jennifer"	Medicine
1442	"Shortell, Cynthia Keene"	Surgery
1443	"Migaly, John"	Surgery
1444	"Ferranti, Jeffrey Michael"	Pediatrics
1445	"Clemen, Robert T."	Fuqua School of Business
1446	"Clements III, Dennis Alfred"	Pediatrics
1447	"Neelon, Sara Elizabeth"	Community and Family Medicine
1448	"Clotfelter, Charles T."	Sanford School of Public Policy
1449	"Ladd, Helen F."	Sanford School of Public Policy
1450	"Muschkin, Clara G."	Sanford School of Public Policy
1451	"Serafini, Sandra"	Surgery
1452	"Cocks, F. Hadley"	Mechanical Engineering and Materials Science
1453	"Simmons, Walter Neal"	Mechanical Engineering and Materials Science
1454	"Lipkin, Michael Eric"	Surgery
1455	"Preminger, Glenn Michael"	Surgery
1456	"Zhong, Pei"	Mechanical Engineering and Materials Science
1457	"Coers, Jorn"	Molecular Genetics and Microbiology
1458	"Valdivia, Raphael H."	Molecular Genetics and Microbiology
1459	"Van Mater, Heather Ann"	Pediatrics
1460	"Hargett III, Charles William"	Medicine
1461	"Kraft, Bryan David"	Medicine
1462	"Fisher, Deborah Anne"	Medicine
1463	"Coffman, Thomas Myron"	Medicine
1464	"Lehrich, Ruediger Wilhelm"	Medicine
1465	"Spurney, Robert Frank"	Medicine
1466	"Coggins, Brian Edward"	Biochemistry
1467	"Zhou, Pei"	Biochemistry
1468	"Hastings, Susan Nicole"	Medicine
1469	"Johnson, Kimberly Sherell"	Medicine
1470	"Cousins, Scott William"	Ophthalmology
1471	"Whitaker, Diane Beasley"	Ophthalmology
1472	"Rao, Arati Vasanth"	Medicine
1473	"Robins, Clive Justin"	Psychiatry & Behavioral Sciences
1474	"Coleman, Doriane Lambelet"	School of Law
1475	"Rosoff, Philip Martin"	Pediatrics
1476	"Coleman, Wilbur John"	Fuqua School of Business
1477	"Collins, Timothy Alan"	Neurology
1478	"Huh, Billy Keon"	Anesthesiology
1479	"Weber, Thomas Joseph"	Anesthesiology
1480	"Weber, Thomas Joseph"	Anesthesiology
1481	"Lee, Richard Hsang-Young"	Medicine
1482	"Colsher, James George"	Radiology
1483	"Colton, Carol Anne"	Neurology
1484	"Comer, Denise K."	Thompson Writing Program
1485	"Compton, Jill Serafin"	Psychiatry
1486	"Compton, Scott Nathan"	Psychiatry
1487	"Conitzer, Vincent"	Computer Science
1488	"Taylor, Curtis R."	Economics
1489	"Conrad, Robert F."	Sanford School of Public Policy
1490	"Cook, Jonathan Lambert"	Dermatology
1491	"Cook, Philip J."	Sanford School of Public Policy
1492	"Cook, Sarah"	Psychiatry & Behavioral Sciences
1493	"Cooper, Harris M."	Psychology and Neuroscience
1494	"Copeland, Joyce A."	Community and Family Medicine
1495	"Halstater, Brian Hugh"	Community and Family Medicine
1496	"Martinez-Bianchi, Viviana Sandra"	Community and Family Medicine
1497	"Michener, James Lloyd"	Community and Family Medicine
1498	"Sheline, Barbara LaTowsky"	Community and Family Medicine
1499	"Tran, Anh Nhat"	Community and Family Medicine
1500	"Weigle, Nancy Jean"	Community and Family Medicine
1501	"Hull, Sharon Kay"	Community and Family Medicine
1502	"Kaprielian, Victoria Susan"	Community and Family Medicine
1503	"Koo, Denise Tze-wen"	Community and Family Medicine
1504	"Tilson, Hugh Hanna"	Community and Family Medicine
1505	"Corless, Joseph M."	Cell Biology
1506	"Costanzo, Philip R."	Psychology and Neuroscience
1507	"Grimes, Christina"	Psychology and Neuroscience
1508	"Putallaz, Martha"	Psychology and Neuroscience
1509	"Sloan, Frank A."	Economics
1510	"Cothran Jr., Roger Lee"	Radiology
1511	"Gustafson, Kathryn E."	Psychiatry
1512	"Crouchley, Jillian Leigh"	Pediatrics
1513	"Foreman, John William"	Pediatrics
1514	"Thiele, Dennis James"	Pharmacology & Cancer Biology
1515	"MacAlpine, David Michael"	Pharmacology & Cancer Biology
1516	"Hahn, Paul"	Ophthalmology
1517	"Lad, Eleonora Georgeta"	Ophthalmology
1518	"Malek, Goldis"	Ophthalmology
1519	"Moretti, Eugene William"	Anesthesiology
1520	"Holland, David Preston"	Medicine
1521	"Naggie, Susanna"	Medicine
1522	"Cox, Landon P."	Computer Science
1523	"Cox, Mitchell Wayne"	Surgery
1524	"Mureebe, Leila"	Surgery
1525	"Song, Haijun"	Radiation Oncology
1526	"Joines, William T."	Electrical and Computer Engineering
1527	"Maccarini, Paolo F"	Biomedical Engineering
1528	"Craig, Anna Elizabeth"	Psychiatry
1529	"Crawford, Gregory E."	Pediatrics
1530	"Reddy, Timothy E"	Biostatistics & Bioinformatics
1531	"Willard, Huntington Faxon"	Biology
1532	"Gersbach, Charles"	Biomedical Engineering
1533	"Hartemink, Alexander J."	Computer Science
1534	"Salama, Joseph Kamel"	Radiation Oncology
1535	"Wang, Xiaofei"	Biostatistics & Bioinformatics
1536	"Crawford, Regina Denise"	Medicine
1537	"Feliu, Miriam Helen"	Psychiatry & Behavioral Sciences
1538	"Crichlow, Michaeline A."	African and African American Studies
1539	"Middleton, John Paul"	Medicine
1540	"Hong, Jiyong"	Chemistry
1541	"Fitzgerald, Michael C."	Chemistry
1542	"Cullen, Bryan Richard"	Molecular Genetics and Microbiology
1543	"Luftig, Micah Alan"	Molecular Genetics and Microbiology
1544	"Cummer, Steven A."	Electrical and Computer Engineering
1545	"Cummings, Jonathon"	Fuqua School of Business
1546	"Foo, Wen Chi"	Pathology
1547	"Proia, Alan David"	Pathology
1548	"Woodward, Julie Ann"	Ophthalmology
1549	"Muh, Carrie Rebecca"	Surgery
1550	"Cunningham III, Calhoun Dove"	Surgery
1551	"Cunningham, Clifford W."	Biology
1552	"Van Dover, Cindy"	Marine Science and Conservation
1553	"Terborgh, John W."	Environmental Sciences and Policy
1554	"Curlin, Farr A"	Medicine
1555	"Mauro, Christian F."	Psychiatry
1556	"Curtarolo, Stefano"	Mechanical Engineering and Materials Science
1557	"Scales Jr., Charles Douglas"	Surgery
1558	"Wiener, John Samuel"	Surgery
1559	"Peterson, Andrew Charles"	Surgery
1560	"Ellestad, Sarah Catherine"	Obstetrics and Gynecology
1561	"Daley, Brendan"	Fuqua School of Business
1562	"Dalvi, Samir R"	Medicine
1563	"Meltzer, Eric Barrie"	Medicine
1564	"Wolfe, Walter George"	Surgery
1565	"Darcey, Dennis J."	Community and Family Medicine
1566	"Darity Jr., William A."	Sanford School of Public Policy
1567	"Langdon, Scott Douglas"	Immunology
1568	"Dash, Rajesh Chandra"	Pathology
1569	"Friedman, Daphne Ruth"	Medicine
1570	"Weinberg, Joe Brice"	Medicine
1571	"Stoecker, Maggie Marie"	Pathology
1572	"LU, JIANFENG"	Mathematics
1573	"Daubert, Melissa Anne"	Medicine
1574	"Lugar, Patricia Lynne"	Medicine
1575	"Shofer, Scott Leigh"	Medicine
1576	"Davis, Linda Lindsey"	School of Nursing
1577	"Davis, Naomi O."	Psychiatry
1578	"Dawson, Hana Nenicka"	Neurology
1579	"Kolls, Bradley Jason"	Neurology
1580	"De Bellis, Michael Damingo"	Psychiatry
1581	"Gallentine, William Brian"	Pediatrics
1582	"Mikati, Mohamad Abdul"	Pediatrics
1583	"Rothman, Jennifer Ann"	Pediatrics
1584	"Zennadi, Rahima"	Medicine
1585	"Tanabe, Paula J"	School of Nursing
1586	"De Gagne, Jennie"	School of Nursing
1587	"Deak, Kristen Lee"	Pathology
1588	"Horn, Sarah Rapisardo"	Pathology
1589	"Dear, Keith Brian Gordon"	Duke Global Health Institute
1590	"DeFrantz, Thomas"	African and African American Studies
1591	"DeFrate, Louis Edwin"	Orthopaedics
1592	"Spritzer, Charles Edward"	Radiology
1593	"Taylor, Dean Curtis"	Orthopaedics
1594	"Little, Dianne"	Orthopaedics
1595	"Lee, Jaewoo"	Surgery
1596	"DeLong, Elizabeth Ray"	Biostatistics & Bioinformatics
1597	"Dement, John McCray"	Community and Family Medicine
1598	"Epling, Carol Ann"	Community and Family Medicine
1599	"Lipscomb, Hester Johnstone"	Community and Family Medicine
1600	"Myers, Douglas Joseph"	Community and Family Medicine
1601	"Schoenfisch, Ashley Land"	Community and Family Medicine
1602	"Denardo, Scott Jeffrey"	Medicine
1603	"Tcheng, James Enlou"	Medicine
1604	"Rodrigo, Allen G"	Biology
1605	"Derbyshire, Emily Rose"	Chemistry
1606	"Derouin, Anne Lynn"	School of Nursing
1607	"Desai, Preyas S."	Fuqua School of Business
1608	"Purohit, Devavrat"	Fuqua School of Business
1609	"Deshusses, Marc"	Civil and Environmental Engineering
1610	"Deutsch, Sarah Jane"	History
1611	"Hochman, Daryl William"	Surgery
1612	"Shan, Siqing"	Radiation Oncology
1613	"Vollmer, Robin Tutt"	Pathology
1614	"Li, Chuan-Yuan"	Dermatology
1615	"Kornbluth, Sally A."	Pharmacology & Cancer Biology
1616	"Stapleton, Heather M."	Environmental Sciences and Policy
1617	"Rittschof, Daniel"	Marine Science and Conservation
1618	"DiBernardo, Louis Robert"	Pathology
1619	"Manson, Roberto Jose"	Surgery
1620	"Provenzale, Dawn Tranchino"	Medicine
1621	"Petes, Thomas Douglas"	Molecular Genetics and Microbiology
1622	"Dikolli, Shane S."	Fuqua School of Business
1623	"Mayew, William J."	Fuqua School of Business
1624	"Dobbins III, James T."	Radiology
1625	"Ravin, Carl Eric"	Radiology
1626	"Nolte, Loren W."	Electrical and Computer Engineering
1627	"Godfrey, Devon James"	Radiation Oncology
1628	"Lansford, Jennifer"	Social Science Research Institute
1629	"Dolbow, John Everett"	Civil and Environmental Engineering
1630	"Laursen, Tod A."	Mechanical Engineering and Materials Science
1631	"Wolever, Ruth Quillian"	Psychiatry & Behavioral Sciences
1632	"Dombrowski, Keith"	Neurology
1633	"Donahue, Mark Paul"	Medicine
1634	"Donahue, William Collins"	Germanic Languages
1635	"Richardson, David C."	Biochemistry
1636	"Richardson, Jane Shelby"	Biochemistry
1637	"Mooney, Richard Daniel"	Neurobiology
1638	"Dong, Xinnian"	Biology
1639	"Donohue, Kathleen"	Biology
1640	"Doolette, David John"	Anesthesiology
1641	"Dorfman, Ariel"	Literature
1642	"Simel, David Lee"	Medicine
1643	"Khouri, Michel Georges"	Medicine
1644	"Dowell, Earl H."	Mechanical Engineering and Materials Science
1645	"Mann, Brian"	Mechanical Engineering and Materials Science
1646	"Thomas, Jeffrey P."	Mechanical Engineering and Materials Science
1647	"Hall, Kenneth C."	Mechanical Engineering and Materials Science
1648	"Dressman, Holly Kloos"	Molecular Genetics and Microbiology
1649	"Koh, James"	Surgery
1650	"Page-Chartrand, Kristin Marie"	Pediatrics
1651	"Mahmood, Kamran"	Medicine
1652	"Tokdar, Surya"	Statistical Science
1653	"George, Linda K."	Sociology
1654	"Vaupel, James Walton"	Sanford School of Public Policy
1655	"Durrett, Richard Timothy"	Mathematics
1656	"Socolar, Joshua"	Physics
1657	"Dvergsten, Jeffrey Arthur"	Pediatrics
1658	"Dwyer, Christopher"	Electrical and Computer Engineering
1659	"Lebeck, Alvin R."	Computer Science
1660	"Dyreng, Scott D."	Fuqua School of Business
1661	"Merson, Michael H."	Medicine
1662	"Zhang, Zhiping"	Medicine
1663	"Vinson, Emily Nicole"	Radiology
1664	"Leithe, Linda Gray"	Radiology
1665	"Echols, Melvin Ray"	Medicine
1666	"Edwards, Glenn Steven"	Physics
1667	"Kiehart, Daniel P."	Biology
1668	"Egner, Tobias"	Psychology and Neuroscience
1669	"Schmajuk, Nestor A."	Psychology and Neuroscience
1670	"Heller, Katherine"	Statistical Science
1671	"Peterchev, Angel Vladimirov"	Psychiatry & Behavioral Sciences
1672	"Sommer, Marc A."	Biomedical Engineering
1673	"Eisbach, Shelly Sue"	School of Nursing
1674	"Miller, Timothy Ellis"	Anesthesiology
1675	"Eisner, Martin"	Romance Studies
1676	"El Husseini, Nada Kais"	Neurology
1677	"Goldstein, Larry Bruce"	Neurology
1678	"Elbert-Avila, Katja Ingrid"	Medicine
1679	"Jones, Christopher"	Medicine
1680	"Kuo, Anthony Nanlin"	Ophthalmology
1681	"Endow, Sharyn Anne"	Cell Biology
1682	"Engelhardt, Barbara"	Biostatistics & Bioinformatics
1683	"Gordan, Raluca Mihaela"	Biostatistics & Bioinformatics
1684	"Sopko, David Richard"	Radiology
1685	"Zenn, Michael Robert"	Surgery
1686	"Leversedge, Fraser"	Orthopaedics
1687	"Ruch, David Simms"	Orthopaedics
1688	"Osawa, Masaki"	Cell Biology
1689	"Goldston, David Brian"	Psychiatry
1690	"Schramm-Sapyta, Nicole Lewellyn"	Psychiatry & Behavioral Sciences
1691	"Suarez, Edward Charles"	Psychiatry & Behavioral Sciences
1692	"Tucci, Debara Lyn"	Surgery
1693	"Woodard, Charles"	Surgery
1694	"Freiberger, John Jacob"	Anesthesiology
1695	"Etkin, Jordan F"	Fuqua School of Business
1696	"Eucker, Stephanie Ann"	Surgery
1697	"Everett, Christine M"	Community and Family Medicine
1698	"Farkas, Linda"	Surgery
1699	"Schuman, Stefanie Gail"	Ophthalmology
1700	"Maradiaga Panayotti, Gabriela Muriel"	Pediatrics
1701	"Jaffe, Glenn Jay"	Ophthalmology
1702	"Setji, Tracy Lynn"	Medicine
1703	"Fekrat, Sharon"	Ophthalmology
1704	"Postel, Eric Attila"	Ophthalmology
1705	"Feld, Jody Ann"	Community and Family Medicine
1706	"Fellin, Luciana"	Romance Studies
1707	"Grotegut, Chad Aaron"	Obstetrics and Gynecology
1708	"Leppert, Phyllis Carolyn"	Obstetrics and Gynecology
1709	"Ferguson, P. Lee"	Civil and Environmental Engineering
1710	"Seidler, Frederic J."	Pharmacology & Cancer Biology
1711	"Slotkin, Theodore Alan"	Pharmacology & Cancer Biology
1712	"Fernholz, Fernando R."	Sanford School of Public Policy
1713	"Ferrandino, Michael Nicolo"	Surgery
1714	"Rampersaud Jr., Edward N"	Surgery
1715	"McKellar, Mehri Sadri"	Medicine
1716	"Pickup, David James"	Molecular Genetics and Microbiology
1717	"Frothingham, Richard"	Medicine
1718	"Ferrari, Silvia"	Mechanical Engineering and Materials Science
1719	"Henriquez, Craig S."	Biomedical Engineering
1720	"VanDongen, Antonius M. J."	Pharmacology & Cancer Biology
1721	"Ferraro, Thomas J."	English
1722	"Ferreira, Paulo Alexandre"	Ophthalmology
1723	"Field, Erica Marie"	Economics
