id,size,name,mod_class,department,dept_id,x,y,fixed
1234,40.8,"Crow, Jennifer H",1,Pathology,47,-854.36,647.11,TRUE
1235,40.8,"Buckley, Rebecca Hatcher",2,Pediatrics,48,1800.83,657.83,TRUE
1236,42.1,"Sarzotti-Kelsoe, Marcella",2,Immunology,33,2295.36,-507.84,TRUE
1237,41.0,"Hershfield, Michael Steven",2,Medicine,39,1447.10,107.08,TRUE
1238,40.0,"Roberts, Joseph Linton",2,Pediatrics,48,913.46,-1901.58,TRUE
1239,41.3,"Zhong, Xiaoping",2,Pediatrics,48,2969.11,-1988.43,TRUE
1240,43.3,"Devlin, Blythe Hazlehurst",2,Pediatrics,48,1455.01,-1006.13,TRUE
1241,41.0,"Markert, Mary Louise",2,Pediatrics,48,1213.43,-293.00,TRUE
1242,42.5,"Parikh, Suhag H.",2,Pediatrics,48,1345.44,525.31,TRUE
1243,41.2,"Bugni, Federico",12,Economics,24,-3156.22,609.58,TRUE
1244,41.5,"Buhr, Gwendolen Toni",8,Medicine,39,-1007.03,1465.04,TRUE
1245,41.2,"White, Heidi Kay",8,Medicine,39,-855.78,1704.88,TRUE
1246,41.0,"Heflin, Mitchell Tod",8,Medicine,39,-1607.01,1546.45,TRUE
1247,41.9,"Yanamadala, Mamata",5,Medicine,39,-1576.54,-83.34,TRUE
1248,42.3,"Twersky, Jack Isaac",8,Medicine,39,-1110.59,976.31,TRUE
1249,41.7,"Cutson, Toni Michele",5,Medicine,39,-1715.61,-486.25,TRUE
1250,40.2,"Lyles, Kenneth Ward",8,Medicine,39,-994.45,1883.72,TRUE
1251,42.7,"Burch Jr., Warner Miller",10,Medicine,39,-376.31,-251.89,TRUE
1252,40.0,"Pietrobon, Ricardo Santos",2,Surgery,68,666.90,395.02,TRUE
1253,40.0,"Burnett, Bruce Kendall",8,Medicine,39,-2111.52,796.61,TRUE
1254,43.3,"Niedzwiecki, Donna",1,Biostatistics & Bioinformatics,9,2504.03,176.54,TRUE
1255,40.6,"Burns, Barbara Jean",12,Psychiatry & Behavioral Sciences,55,-701.59,2242.27,TRUE
1256,40.6,"March, John S.",6,Psychiatry,54,1225.87,3156.53,TRUE
1257,41.0,"Wells, Karen Cameron",6,Psychiatry,54,290.12,2932.58,TRUE
1258,40.2,"Burnside, A. Craig",11,Economics,24,-3162.31,-27.66,TRUE
1259,43.3,"Satterwhite, Lisa L",6,Biomedical Engineering,8,1469.19,2098.07,TRUE
1260,42.7,"Wax, Adam P.",6,Biomedical Engineering,8,2171.33,2686.59,TRUE
1261,41.0,"Pitt, Geoffrey Stuart",2,Medicine,39,2217.42,-2177.41,TRUE
1262,42.3,"Puranam, Ram Sharma",10,Neurology,43,474.78,548.37,TRUE
1263,40.2,"Rosenberg, Paul Brian",10,Medicine,39,903.67,-386.66,TRUE
1264,44.0,"Hutson, Mary Redmond",2,Pediatrics,48,1721.72,-1392.19,TRUE
1265,40.0,"Yen, Paul Michael",2,Medicine,39,1913.71,-2149.85,TRUE
1266,60.3,"Burt, Tal",2,Psychiatry & Behavioral Sciences,55,842.93,146.28,TRUE
1267,47.7,"Burton III, Claude Shreve",5,Dermatology,18,-2241.56,-2183.48,TRUE
1268,42.3,"Burton, Linda",9,Sociology,66,-5732.36,1099.69,TRUE
1269,40.0,"Burton, Richard M.",11,Fuqua School of Business,30,-857.04,-2530.44,TRUE
1270,40.0,"Mitchell, William G.",11,Fuqua School of Business,30,-555.45,-2013.76,TRUE
1271,42.3,"Buthe, Tim",9,Political Science,52,-5684.86,945.68,TRUE
1272,41.2,"Butler, Megan Williston",5,Pediatrics,48,-1113.82,-1295.34,TRUE
1273,41.3,"Garrett Jr., William Elwood",3,Orthopaedics,46,1680.50,3874.73,TRUE
1274,45.0,"Butterly, David William",4,Medicine,39,-4694.41,-4542.78,TRUE
1275,41.7,"Tu, Priscilla",10,Community and Family Medicine,14,-1126.81,96.12,TRUE
1276,43.1,"Cabeza, Roberto",6,Psychology and Neuroscience,56,1694.97,3378.56,TRUE
1277,40.2,"Madden, David Joseph",6,Psychiatry & Behavioral Sciences,55,909.24,3307.08,TRUE
1278,40.6,"Marsh, Elizabeth J.",6,Psychology and Neuroscience,56,1486.89,3333.91,TRUE
1279,40.4,"Segars, William Paul",6,Radiology,58,2573.62,3074.26,TRUE
1280,40.4,"O'Daniel, Jennifer Colleen",5,Radiation Oncology,57,-417.47,-1164.41,TRUE
1281,41.7,"Cui, Yunfeng",1,Radiation Oncology,57,3646.47,1898.81,TRUE
1282,41.0,"Calakos, Nicole",2,Neurology,43,1586.41,-354.04,TRUE
1283,40.6,"West, Anne Elizabeth",2,Neurobiology,42,1446.18,1290.39,TRUE
1284,40.4,"Wetsel, William Christopher",2,Psychiatry & Behavioral Sciences,55,1875.75,-1095.41,TRUE
1285,40.2,"Calderbank, Robert",6,Computer Science,15,37.37,2319.35,TRUE
1286,41.2,"Sorin, Daniel J.",6,Electrical and Computer Engineering,26,518.50,2033.68,TRUE
1287,41.2,"Caldwell, Bruce J.",9,Economics,24,-9083.05,-2672.55,TRUE
1288,41.5,"Udayakumar, Krishnakumar",8,Duke Global Health Institute,21,-2571.27,789.55,TRUE
1289,41.7,"Christopher, Eric James",12,Psychiatry & Behavioral Sciences,55,-854.68,-1802.62,TRUE
1290,45.2,"Wagner, Galen Strohm",10,Medicine,39,632.51,1029.87,TRUE
1291,40.2,"Neelon, Brian Hugh",0,Biostatistics & Bioinformatics,9,100.17,2033.42,TRUE
1292,63.0,"Campbell, Douglas",4,Divinity School,20,-3020.45,-2986.01,TRUE
1293,44.0,"Campbell, Lisa",6,Marine Science and Conservation,35,2032.13,2165.60,TRUE
1294,40.6,"Carboni, Michael Paul",4,Pediatrics,48,-1975.44,-2426.73,TRUE
1295,41.2,"Candogan, Utku Ozan",6,Fuqua School of Business,30,500.50,2124.33,TRUE
1296,40.6,"Cant, Nell Beatty",5,Neurobiology,42,-1472.96,-1509.57,TRUE
1297,41.3,"Capel, Blanche",2,Cell Biology,10,2690.96,-123.39,TRUE
1298,92.6,"Greenfield, Ruth Ann",5,Medicine,39,-862.30,-929.73,TRUE
1299,44.6,"Cardenas-Corona, Maria Elena",6,Molecular Genetics and Microbiology,40,2042.44,1290.30,TRUE
1300,40.0,"Heitman, Joseph",6,Molecular Genetics and Microbiology,40,2485.32,1125.04,TRUE
1301,41.3,"Pastva, Amy Martha",1,Community and Family Medicine,14,1422.98,-1454.74,TRUE
1302,41.3,"Counter, Christopher M.",2,Pharmacology & Cancer Biology,49,2088.69,-1579.76,TRUE
1303,47.3,"Gurley, Susan Bailey",2,Medicine,39,2102.55,-1891.93,TRUE
1304,46.3,"Feiler, Michael Justin",4,Medicine,39,-4402.92,-4451.45,TRUE
1305,40.2,"Gellad, Ziad Fouad",1,Medicine,39,-76.61,559.91,TRUE
1306,41.0,"Wolf, Andrew Ira",5,Medicine,39,-1793.80,-1573.32,TRUE
1307,40.6,"Cardones, Adela Rambi Guanco",10,Dermatology,18,-111.63,553.05,TRUE
1308,43.1,"Salazar Gonzales, Esther",10,Electrical and Computer Engineering,26,847.09,1278.45,TRUE
1309,41.0,"Carlson, Alan Neil",5,Ophthalmology,45,-1329.61,135.65,TRUE
1310,40.0,"DelMonte, Derek Wills",4,Ophthalmology,45,-2847.65,-2486.77,TRUE
1311,40.6,"Carman, Margaret J",12,School of Nursing,63,-498.90,-834.81,TRUE
1312,41.0,"Turner, Kathleen Marie",5,School of Nursing,63,-1106.98,-687.15,TRUE
1313,41.0,"Sabol, Valerie Kay",10,School of Nursing,63,-803.48,456.93,TRUE
1314,40.8,"Carnes, Nicholas W.",5,Sanford School of Public Policy,61,-1113.03,226.42,TRUE
1315,42.3,"Nicholls, Peter Jeff",5,Psychiatry & Behavioral Sciences,55,-651.06,-58.99,TRUE
1316,40.4,"Zhang, Xiaodong",2,Psychiatry & Behavioral Sciences,55,1476.03,-47.33,TRUE
1317,40.0,"Premont, Richard Thomas",2,Medicine,39,1842.52,-1186.84,TRUE
1318,41.9,"Meck, Warren H.",6,Psychology and Neuroscience,56,1021.69,3437.17,TRUE
1319,40.2,"Nicolelis, Miguel Angelo L.",2,Neurobiology,42,1774.19,-377.40,TRUE
1320,40.6,"Carter, Brigit Maria",5,School of Nursing,63,-2404.79,-1426.12,TRUE
1321,41.0,"Cary, Michael Paul",5,School of Nursing,63,-1277.36,-201.68,TRUE
1322,41.5,"Spiridigliozzi, Gail A.",10,Psychiatry,54,262.74,432.76,TRUE
1323,41.3,"Casey, Patrick John",2,Pharmacology & Cancer Biology,49,2810.78,-2019.82,TRUE
1324,42.7,"Moss, Jennifer Barnett",2,Medicine,39,978.69,-1552.16,TRUE
1325,41.0,"Odgers, Candice L.",6,Sanford School of Public Policy,61,314.70,1889.39,TRUE
1326,41.9,"Hariri, Ahmad",6,Psychology and Neuroscience,56,1144.22,3442.43,TRUE
1327,40.6,"Cassar, Nicolas",6,Earth and Ocean Sciences,23,643.76,1487.31,TRUE
1328,41.7,"Cassidy, Frederick",5,Psychiatry & Behavioral Sciences,55,-694.09,-1031.06,TRUE
1329,40.0,"Wilson, William Herman",5,Psychiatry & Behavioral Sciences,55,-1787.75,-1818.86,TRUE
1330,41.5,"Cetinkaya-Rundel, Mine",12,Statistical Science,67,-25.07,-683.31,TRUE
1331,64.2,"Chakrabarty, Krishnendu",6,Electrical and Computer Engineering,26,1269.67,2620.81,TRUE
1332,41.2,"Choudhury, Romit Roy",6,Electrical and Computer Engineering,26,1517.04,2160.89,TRUE
1333,44.0,"Fair, Richard B.",12,Electrical and Computer Engineering,26,59.81,1500.25,TRUE
1334,42.9,"Gonzalez, Pedro",2,Ophthalmology,45,1606.26,-209.96,TRUE
1335,40.0,"Rao, Ponugoti Vasantha",2,Ophthalmology,45,1677.22,-731.43,TRUE
1336,40.2,"Vann, Robin Raul",7,Ophthalmology,45,18.53,-384.21,TRUE
1337,41.2,"Mettu, Priyatham S",7,Ophthalmology,45,-939.12,1138.36,TRUE
1338,40.0,"Chameides, William",4,Earth and Ocean Sciences,23,-1115.48,-3100.66,TRUE
1339,42.9,"Pickett, Lisa Clark",10,Surgery,68,-89.80,-303.43,TRUE
1340,40.8,"Vorderstrasse, Allison Amend",12,School of Nursing,63,-247.76,-1031.15,TRUE
1341,41.0,"Hueckel, Remi M",4,School of Nursing,63,-3301.50,-3716.64,TRUE
1342,43.5,"Muckler, Virginia Chris",5,School of Nursing,63,-1423.88,-525.33,TRUE
1343,45.6,"Sanders, Edward Garner",5,Anesthesiology,2,-1477.36,-783.34,TRUE
1344,40.2,"Vacchiano, Charles Andrew",12,School of Nursing,63,-166.54,2074.52,TRUE
1345,41.2,"Relf, Michael Vernon",10,School of Nursing,63,76.10,1082.38,TRUE
1346,40.2,"Chan, Chi Wei Cliburn",6,Biostatistics & Bioinformatics,9,1152.82,749.95,TRUE
1347,41.3,"West, Michael",6,Statistical Science,67,1511.79,1458.57,TRUE
1348,41.5,"Chandrasekharan, Shailesh",9,Physics,51,-6092.58,1186.52,TRUE
1349,69.5,"Chandrasekharan, Subhashini",5,Duke Global Health Institute,21,-927.91,-717.74,TRUE
1350,61.9,"Cook-Deegan, Robert M.",6,Sanford School of Public Policy,61,1326.07,1279.30,TRUE
1351,42.1,"Chang, Albert M.",6,Physics,51,1756.84,1782.64,TRUE
1352,40.8,"Chang, Ching-yi",2,Pharmacology & Cancer Biology,49,2123.61,-2257.81,TRUE
1353,40.0,"McDonnell, Donald Patrick",2,Pharmacology & Cancer Biology,49,2925.18,-2095.05,TRUE
1354,41.0,"Rathmell, Jeffrey Charles",2,Pharmacology & Cancer Biology,49,3101.20,-1957.51,TRUE
1355,45.4,"Shinohara, Mari L.",2,Immunology,33,2733.74,-2351.65,TRUE
1356,40.0,"Chen, Jun",2,Medicine,39,1672.95,-597.34,TRUE
1357,40.2,"Yoshizumi, Terry Takatoshi",1,Radiology,58,1256.15,2777.31,TRUE
1358,42.9,"Tuchman, Sascha Alexander",5,Medicine,39,-303.97,-784.67,TRUE
1359,40.8,"Chen, Dongfeng",1,Pathology,47,34.04,-908.51,TRUE
1360,42.3,"Prasad, Vinod K.",6,Pediatrics,48,1095.22,1299.88,TRUE
1361,46.7,"Doan, Phuong Linh",1,Medicine,39,1041.89,730.85,TRUE
1362,40.0,"Kurtzberg, Joanne",6,Pediatrics,48,1540.19,1804.48,TRUE
1363,41.0,"He, You-Wen",2,Immunology,33,2947.94,-1817.71,TRUE
1364,40.2,"Li, Qi-Jing",2,Immunology,33,3054.83,-2084.36,TRUE
1365,40.6,"Chappel, James Gregory",5,History,32,-1193.26,-1199.43,TRUE
1366,40.4,"Charbonneau, Patrick",2,Chemistry,11,1898.11,-281.54,TRUE
1367,40.6,"Wiley, Benjamin J.",6,Chemistry,11,2397.29,1954.65,TRUE
1368,44.6,"Charles, Hal Cecil",1,Radiology,58,90.67,806.27,TRUE
1369,107.5,"Charney, Evan",6,Sanford School of Public Policy,61,1017.79,1737.24,TRUE
1370,40.0,"Chartrand, Tanya L.",2,Fuqua School of Business,30,1181.36,1472.75,TRUE
1371,41.0,"Shah, James",5,Psychology and Neuroscience,56,-1247.34,-91.80,TRUE
1372,41.5,"Chase, Jeffrey S.",6,Computer Science,15,1303.78,1509.52,TRUE
1373,42.1,"Schmit, Kristine Marie",0,Community and Family Medicine,14,1613.44,375.47,TRUE
1374,40.8,"Chatterji, Aaron",11,Fuqua School of Business,30,-2191.70,-1092.20,TRUE
1375,70.5,"Chaves, Mark Alan",5,Sociology,66,-2330.70,-2012.41,TRUE
1376,40.8,"Govert, Joseph Alan",12,Medicine,39,-720.02,-1591.44,TRUE
1377,41.9,"Ofori-Amanfo, George",10,Pediatrics,48,419.16,-128.44,TRUE
1378,43.1,"Chen, Chin Ho",2,Surgery,68,2404.13,-762.20,TRUE
1379,45.0,"Huang, Li",2,Surgery,68,2315.78,-1136.25,TRUE
1380,40.4,"Chen, Chuan-Hua",2,Mechanical Engineering and Materials Science,37,1404.25,-85.50,TRUE
1381,40.4,"Pavlisko, Elizabeth N",1,Pathology,47,844.19,-500.70,TRUE
1382,40.8,"Chen, Enn-Ling",5,Medicine,39,-2294.38,-2516.63,TRUE
1383,41.0,"Hoffman, Brenton D.",5,Biomedical Engineering,8,-84.58,-1451.78,TRUE
1384,40.2,"Chen, Li Juan",5,Fuqua School of Business,30,-2276.04,-1507.69,TRUE
1385,40.8,"Hazen, Kevin C",6,Pathology,47,1114.61,797.97,TRUE
1386,41.3,"Chen, Meng",2,Biology,7,865.79,-839.56,TRUE
1387,41.0,"Chen, Nan-kuei",6,Radiology,58,660.89,3043.44,TRUE
1388,41.5,"Song, Allen Wuming",6,Radiology,58,1566.71,3113.68,TRUE
1389,42.7,"Truong, Trong-Kha",10,Radiology,58,1012.79,1521.36,TRUE
1390,47.7,"Greeson, Jeffrey Michael",6,Psychiatry & Behavioral Sciences,55,1048.49,3319.85,TRUE
1391,40.4,"Chen, Qi",11,Fuqua School of Business,30,-3301.99,67.29,TRUE
1392,42.7,"Cheng, Qing",2,Surgery,68,1161.98,-1891.79,TRUE
1393,40.4,"Haystead, Timothy Arthur James",2,Pharmacology & Cancer Biology,49,2238.04,-941.59,TRUE
1394,40.8,"Chia, Jessica Yue-Ling",4,Medicine,39,-2271.23,-2628.15,TRUE
1395,41.5,"Chiang, Ambrose An-Po",4,Medicine,39,-5153.63,-5062.76,TRUE
1396,43.5,"Leggett, Melanie K.",5,Psychiatry & Behavioral Sciences,55,-2144.70,-1326.87,TRUE
1397,42.7,"Guyton, John Richard",10,Medicine,39,995.60,1296.69,TRUE
1398,40.2,"Chilkoti, Ashutosh",6,Biomedical Engineering,8,2603.38,1907.07,TRUE
1399,40.6,"Cook, J Michael",5,Immunology,33,-1415.78,-1770.30,TRUE
1400,41.2,"Urzhumov, Yaroslav A.",6,Electrical and Computer Engineering,26,2369.79,2577.53,TRUE
1401,41.7,"Hinton, David E.",2,Environmental Sciences and Policy,28,2524.77,1253.58,TRUE
1402,55.5,"Needham, David",10,Mechanical Engineering and Materials Science,37,463.14,300.67,TRUE
1403,41.5,"Lopez, Gabriel P.",6,Biomedical Engineering,8,2741.97,2425.87,TRUE
1404,40.4,"McCafferty, Dewey G.",2,Chemistry,11,1859.28,208.46,TRUE
1405,40.2,"Chilukuri, Vani Rao",4,Neurology,43,-3413.58,-3491.62,TRUE
1406,44.6,"Chin, Bennett B.",10,Radiology,58,265.59,359.57,TRUE
1407,41.7,"Vaidyanathan, Ganesan",6,Radiology,58,1196.98,1699.49,TRUE
1408,40.0,"White, Leonard Edward",1,Community and Family Medicine,14,-834.43,1216.63,TRUE
1409,40.4,"Worni, Mathias",1,Surgery,68,1727.47,701.14,TRUE
1410,40.4,"Sporn, Thomas Arthur",5,Pathology,47,-486.54,-390.59,TRUE
1411,42.3,"Chitneni, Satish K.",2,Radiology,58,411.99,-631.70,TRUE
1412,41.0,"Cho, Alex Han",8,Medicine,39,-2501.75,1016.36,TRUE
1413,40.2,"Haga, Susanne B.",6,Medicine,39,751.65,1547.91,TRUE
1414,41.5,"Joy, Scott Victor",10,Medicine,39,-1046.67,9.07,TRUE
1415,48.8,"Garman, Katherine Schuver",2,Medicine,39,1064.48,-1445.06,TRUE
1416,43.3,"DeRuyter, Frank",10,Surgery,68,501.87,1457.08,TRUE
1417,40.4,"Chow, Rey",9,Literature,34,-8926.74,-3011.25,TRUE
1418,40.0,"Jung, Sin-Ho",1,Biostatistics & Bioinformatics,9,2212.62,165.20,TRUE
1419,41.7,"Mangum, Oscar Barry",10,Medicine,39,212.13,1707.85,TRUE
1420,40.6,"Noveck, Robert Joseph",10,Medicine,39,534.66,152.66,TRUE
1421,40.4,"Chrisman, Allan Krekeler",5,Psychiatry,54,-1192.35,420.98,TRUE
1422,41.7,"Sapyta, Jeffrey J.",6,Psychiatry,54,102.99,1835.94,TRUE
1423,45.2,"Dew, Rachel E",10,Psychiatry,54,-245.15,2035.71,TRUE
1424,42.7,"Crawford, Jeffrey",1,Medicine,39,2870.75,995.17,TRUE
1425,41.7,"Stevenson, Marvaretta Miesha",5,Medicine,39,-508.80,-1488.96,TRUE
1426,41.3,"Wahidi, Momen Mohammed",1,Medicine,39,733.65,-673.03,TRUE
1427,42.5,"Christensen, Norman L.",5,Environmental Sciences and Policy,28,-466.68,-962.67,TRUE
1428,41.3,"Edwards, Pamela Ballance",12,School of Nursing,63,-997.36,-2010.89,TRUE
1429,41.3,"Chudgar, Saumil Mahendra",5,Medicine,39,-1565.83,-1613.65,TRUE
1430,41.0,"Chung, Richard Joonoh",10,Pediatrics,48,-1000.16,121.85,TRUE
1431,41.5,"Maslow, Gary Ross",12,Psychiatry,54,-1764.34,365.02,TRUE
1432,41.5,"Churchill, Steven E.",10,Evolutionary Anthropology,29,210.34,223.44,TRUE
1433,41.9,"Mirotsou, Maria",10,Medicine,39,1035.44,720.47,TRUE
1434,41.2,"Cianciolo, George James",2,Pathology,47,45.42,-2576.85,TRUE
1435,40.2,"Ciofani, Maria",2,Immunology,33,1819.41,-1462.84,TRUE
1436,41.2,"Willis, John H.",2,Biology,7,2823.70,734.02,TRUE
1437,44.0,"Vilgalys, Rytas J.",2,Biology,7,2655.81,1261.36,TRUE
1438,56.9,"Domec, Jean  Christophe",2,Environmental Sciences and Policy,28,2058.46,849.42,TRUE
1439,40.0,"Mantyh, Christopher Ritchie",1,Surgery,68,1077.15,134.73,TRUE
1440,41.9,"Freedman, Jennifer",5,Medicine,39,-98.21,-767.34,TRUE
1441,42.3,"Shortell, Cynthia Keene",6,Surgery,68,1677.74,1730.23,TRUE
1442,40.2,"Migaly, John",1,Surgery,68,1079.65,410.26,TRUE
1443,41.0,"Ferranti, Jeffrey Michael",12,Pediatrics,48,-616.65,1217.63,TRUE
1444,40.4,"Clemen, Robert T.",4,Fuqua School of Business,30,-2993.57,-2116.14,TRUE
1445,40.0,"Clements III, Dennis Alfred",5,Pediatrics,48,-2738.32,-2537.41,TRUE
1446,42.7,"Neelon, Sara Elizabeth",6,Community and Family Medicine,14,1801.85,2052.90,TRUE
1447,41.3,"Clotfelter, Charles T.",10,Sanford School of Public Policy,61,-26.26,1353.29,TRUE
1448,42.1,"Ladd, Helen F.",6,Sanford School of Public Policy,61,-101.52,1775.17,TRUE
1449,41.3,"Muschkin, Clara G.",10,Sanford School of Public Policy,61,-788.16,329.36,TRUE
1450,40.6,"Serafini, Sandra",5,Surgery,68,-1867.38,-1145.00,TRUE
1451,40.6,"Cocks, F. Hadley",0,Mechanical Engineering and Materials Science,37,-285.26,-904.97,TRUE
1452,40.2,"Simmons, Walter Neal",10,Mechanical Engineering and Materials Science,37,1293.05,1419.94,TRUE
1453,41.0,"Lipkin, Michael Eric",10,Surgery,68,1607.32,1963.00,TRUE
1454,41.0,"Preminger, Glenn Michael",10,Surgery,68,1213.40,1885.88,TRUE
1455,40.2,"Zhong, Pei",10,Mechanical Engineering and Materials Science,37,1136.19,1105.49,TRUE
1456,47.3,"Coers, Jorn",2,Molecular Genetics and Microbiology,40,2237.97,-2529.64,TRUE
1457,43.6,"Valdivia, Raphael H.",2,Molecular Genetics and Microbiology,40,2797.89,-1327.43,TRUE
1458,41.2,"Van Mater, Heather Ann",5,Pediatrics,48,-1117.17,-282.72,TRUE
1459,42.5,"Hargett III, Charles William",4,Medicine,39,-4016.17,-4062.46,TRUE
1460,41.5,"Kraft, Bryan David",5,Medicine,39,-620.73,-1550.37,TRUE
1461,42.5,"Fisher, Deborah Anne",1,Medicine,39,1295.55,1465.17,TRUE
1462,42.7,"Coffman, Thomas Myron",6,Medicine,39,1469.45,818.54,TRUE
1463,41.7,"Lehrich, Ruediger Wilhelm",10,Medicine,39,709.66,511.52,TRUE
1464,40.4,"Spurney, Robert Frank",2,Medicine,39,1089.85,-756.10,TRUE
1465,42.5,"Coggins, Brian Edward",5,Biochemistry,6,-203.94,-1184.10,TRUE
1466,41.0,"Zhou, Pei",2,Biochemistry,6,2663.17,-1241.99,TRUE
1467,40.8,"Hastings, Susan Nicole",8,Medicine,39,-1788.21,1247.42,TRUE
1468,40.8,"Johnson, Kimberly Sherell",8,Medicine,39,-1715.85,1421.54,TRUE
1469,40.0,"Cousins, Scott William",7,Ophthalmology,45,-616.49,1677.32,TRUE
1470,40.4,"Whitaker, Diane Beasley",4,Ophthalmology,45,-3373.49,-2921.87,TRUE
1471,40.8,"Rao, Arati Vasanth",1,Medicine,39,1525.72,-250.85,TRUE
1472,44.8,"Robins, Clive Justin",6,Psychiatry & Behavioral Sciences,55,-37.70,2425.20,TRUE
1473,41.7,"Coleman, Doriane Lambelet",12,School of Law,62,-730.04,-1816.14,TRUE
1474,40.0,"Rosoff, Philip Martin",12,Pediatrics,48,-82.41,-867.51,TRUE
1475,40.0,"Coleman, Wilbur John",5,Fuqua School of Business,30,-1940.51,-1228.49,TRUE
1476,41.2,"Collins, Timothy Alan",5,Neurology,43,-1405.25,-712.58,TRUE
1477,43.5,"Huh, Billy Keon",1,Anesthesiology,2,24.01,2157.49,TRUE
1478,40.0,"Weber, Thomas Joseph",5,Anesthesiology,2,-936.25,-1394.83,TRUE
1479,40.2,"Weber, Thomas Joseph",4,Anesthesiology,2,-4078.34,-4246.34,TRUE
1480,41.9,"Lee, Richard Hsang-Young",5,Medicine,39,-1678.83,-330.79,TRUE
1481,40.2,"Colsher, James George",4,Radiology,58,-3594.75,-3384.84,TRUE
1482,40.8,"Colton, Carol Anne",2,Neurology,43,1640.35,681.88,TRUE
1483,41.7,"Comer, Denise K.",12,Thompson Writing Program,70,-803.32,-1912.61,TRUE
1484,40.4,"Compton, Jill Serafin",10,Psychiatry,54,-1099.17,337.61,TRUE
1485,40.2,"Compton, Scott Nathan",6,Psychiatry,54,951.11,3020.66,TRUE
1486,40.0,"Conitzer, Vincent",6,Computer Science,15,432.34,1886.04,TRUE
1487,40.2,"Taylor, Curtis R.",11,Economics,24,-1813.21,-1385.12,TRUE
1488,49.8,"Conrad, Robert F.",5,Sanford School of Public Policy,61,-476.31,-504.10,TRUE
1489,41.9,"Cook, Jonathan Lambert",10,Dermatology,18,-421.28,485.79,TRUE
1490,41.0,"Cook, Philip J.",12,Sanford School of Public Policy,61,-1201.06,1779.24,TRUE
1491,41.2,"Cook, Sarah",10,Psychiatry & Behavioral Sciences,55,-796.26,740.30,TRUE
1492,40.6,"Cooper, Harris M.",5,Psychology and Neuroscience,56,-1794.23,-872.89,TRUE
1493,41.9,"Copeland, Joyce A.",8,Community and Family Medicine,14,-2644.09,1197.43,TRUE
1494,40.4,"Halstater, Brian Hugh",8,Community and Family Medicine,14,-2519.28,894.23,TRUE
1495,40.8,"Martinez-Bianchi, Viviana Sandra",8,Community and Family Medicine,14,-2700.18,892.20,TRUE
1496,40.6,"Michener, James Lloyd",8,Community and Family Medicine,14,-2014.50,1176.18,TRUE
1497,41.3,"Sheline, Barbara LaTowsky",8,Community and Family Medicine,14,-2710.57,1079.72,TRUE
1498,42.7,"Tran, Anh Nhat",8,Community and Family Medicine,14,-2271.56,968.18,TRUE
1499,42.5,"Weigle, Nancy Jean",8,Community and Family Medicine,14,-2354.25,1052.37,TRUE
1500,40.8,"Hull, Sharon Kay",8,Community and Family Medicine,14,-2600.58,-27.78,TRUE
1501,41.0,"Kaprielian, Victoria Susan",8,Community and Family Medicine,14,-2673.50,102.24,TRUE
1502,41.2,"Koo, Denise Tze-wen",8,Community and Family Medicine,14,-2480.72,-0.62,TRUE
1503,41.3,"Tilson, Hugh Hanna",8,Community and Family Medicine,14,-2557.05,118.69,TRUE
1504,41.2,"Corless, Joseph M.",12,Cell Biology,10,-297.77,-1524.24,TRUE
1505,40.8,"Costanzo, Philip R.",10,Psychology and Neuroscience,56,-717.18,1252.38,TRUE
1506,40.2,"Grimes, Christina",5,Psychology and Neuroscience,56,-1999.21,-1642.29,TRUE
1507,40.4,"Putallaz, Martha",6,Psychology and Neuroscience,56,284.21,2463.24,TRUE
1508,40.0,"Sloan, Frank A.",7,Economics,24,-323.12,2222.75,TRUE
1509,42.5,"Cothran Jr., Roger Lee",5,Radiology,58,-1514.77,-228.12,TRUE
1510,40.8,"Gustafson, Kathryn E.",7,Psychiatry,54,502.84,788.20,TRUE
1511,43.1,"Crouchley, Jillian Leigh",4,Pediatrics,48,-2945.76,-2729.17,TRUE
1512,40.0,"Foreman, John William",10,Pediatrics,48,582.09,-417.55,TRUE
1513,42.5,"Thiele, Dennis James",2,Pharmacology & Cancer Biology,49,3009.05,-1463.69,TRUE
1514,41.5,"MacAlpine, David Michael",2,Pharmacology & Cancer Biology,49,2640.63,-789.38,TRUE
1515,42.3,"Hahn, Paul",7,Ophthalmology,45,-165.12,2399.58,TRUE
1516,41.5,"Lad, Eleonora Georgeta",7,Ophthalmology,45,-479.01,2049.97,TRUE
1517,40.4,"Malek, Goldis",2,Ophthalmology,45,1641.18,-2248.96,TRUE
1518,41.7,"Moretti, Eugene William",10,Anesthesiology,2,-20.29,786.43,TRUE
1519,40.4,"Holland, David Preston",5,Medicine,39,-713.75,-1356.12,TRUE
1520,42.7,"Naggie, Susanna",6,Medicine,39,1791.35,2197.93,TRUE
1521,40.6,"Cox, Landon P.",10,Computer Science,15,429.73,2009.28,TRUE
1522,43.5,"Cox, Mitchell Wayne",1,Surgery,68,864.07,449.01,TRUE
1523,42.7,"Mureebe, Leila",1,Surgery,68,223.53,-342.18,TRUE
1524,42.9,"Song, Haijun",1,Radiation Oncology,57,2812.97,1831.57,TRUE
1525,88.9,"Joines, William T.",6,Electrical and Computer Engineering,26,1508.96,1648.07,TRUE
1526,42.1,"Maccarini, Paolo F",1,Biomedical Engineering,8,2755.18,2621.95,TRUE
1527,41.2,"Craig, Anna Elizabeth",10,Psychiatry,54,-361.87,1083.17,TRUE
